ASA [m^2/cm^3],CellV [A^3],Df,Di,Dif,NASA [m^2/cm^3],POAV [cm^3/g],POAVF,PONAV [cm^3/g],PONAVF,density [g/cm^3],MOFname,total_SA_volumetric,total_SA_gravimetric,total_POV_volumetric,total_POV_gravimetric,mc_CRY-chi-0-all,mc_CRY-chi-1-all,pure_uptake_CO2_298.00_1600000
882.637,849.467,3.93215,4.79076,4.75885,0,0.362603,0.36878,0,0,1.01704,FIFNUE01_clean,882.637,867.8488555,0.36878,0.362603,3.5344,24.3648,
941.699,846.795,3.95118,4.8017,4.74576,0,0.358384,0.36564,0,0,1.02025,FIFNUE_clean,941.699,923.0080863,0.36564,0.358384,3.5344,24.3648,
767.127,833.667,3.84654,4.72449,4.62424,0,0.348441,0.36076,0,0,1.03535,FIFPAM_clean,767.127,740.9349495,0.36076,0.348441,3.6481,24.7536,
0,658.944,2.75639,3.89915,3.89915,47.4954,0,0,0.0413865,0.1118,2.70136,FIFPOA_clean,47.4954,17.58203275,0.1118,0.0413865,1.44,31.956,
0,250.921,2.86081,3.78573,3.75848,1.14429,0,0,0,0,1.96913,FIGXEY_clean,1.14429,0.581114502,0,0,1.4884,25.1808,
1157,1653.96,4.36754,6.24558,6.24558,0,0.329961,0.39996,0,0,1.21214,FIHFAF_clean,1157,954.5102051,0.39996,0.329961,3.5344,28.63616,
116.786,8905,4.23046,6.48503,4.73284,551.072,0.0310476,0.04202,0.134919,0.1826,1.35341,FIHHOV_clean,667.858,493.4631782,0.22462,0.1659666,2.7225,21.824,
2142.22,11126.3,13.11587,15.61182,15.60898,0,1.06185,0.65972,0,0,0.621293,FIHHUB_SL,2142.22,3448.002794,0.65972,1.06185,2.8561,33.5296,
0,6363.87,2.95224,5.07016,4.52104,264.441,0,0,0.0879806,0.13082,1.48692,FIHLOZ_clean,264.441,177.8448067,0.13082,0.0879806,3.5344,38.9724,
1328.8,2696.11,5.92513,6.70189,6.34809,0,0.422622,0.44802,0,0,1.0601,FIHRIZ_clean,1328.8,1253.466654,0.44802,0.422622,3.6481,38.40373333,
1403.65,4548.2,6.13055,7.34002,7.33722,0,0.377157,0.46136,0,0,1.22326,FIJCUX01_clean,1403.65,1147.466606,0.46136,0.377157,2.7225,26.488,
989.565,1752.9,5.08135,5.82926,5.82926,0,0.281189,0.3501,0,0,1.24507,FIJDIM01_clean,989.565,794.7866385,0.3501,0.281189,2.4025,31.992,
1007.32,1761.13,5.11703,5.87678,5.87678,0,0.285608,0.35394,0,0,1.23925,FIJDIM03_clean,1007.32,812.8464797,0.35394,0.285608,2.4025,31.992,
1028.25,1772.37,5.16221,5.94737,5.94737,0,0.291003,0.35834,0,0,1.2314,FIJDIM05_clean,1028.25,835.0251746,0.35834,0.291003,2.4025,31.992,
1037.62,1777.3,5.17875,5.98426,5.98426,0,0.293702,0.36066,0,0,1.22798,FIJDIM06_clean,1037.62,844.9811886,0.36066,0.293702,2.4025,31.992,
1041.75,1778.7,5.19329,6.01552,6.01552,0,0.29576,0.3629,0,0,1.22701,FIJDIM07_clean,1041.75,849.0150855,0.3629,0.29576,2.4025,31.992,
1052.8,1784.91,5.21694,6.03525,6.03525,0,0.298378,0.36484,0,0,1.22274,FIJDIM08_clean,1052.8,861.01706,0.36484,0.298378,2.4025,31.992,
1062.73,1788.38,5.23566,6.04424,6.04424,0,0.300417,0.36662,0,0,1.22037,FIJDIM09_clean,1062.73,870.8260609,0.36662,0.300417,2.4025,31.992,
985.009,1765.23,4.98095,5.79441,5.78067,0,0.278718,0.3446,0,0,1.23638,FIJDIM10_clean,985.009,796.6879115,0.3446,0.278718,2.4025,31.992,
988.352,1768.82,5.0814,5.83014,5.83014,0,0.284051,0.35048,0,0,1.23386,FIJDIM11_clean,988.352,801.0244274,0.35048,0.284051,2.4025,31.992,
1035.26,1766.35,5.11958,5.8948,5.8948,0,0.289643,0.35788,0,0,1.23559,FIJDIM12_clean,1035.26,837.86693,0.35788,0.289643,2.4025,31.992,
1016.2,1752.05,5.09863,5.85157,5.85157,0,0.276654,0.34462,0,0,1.24567,FIJDIM_clean,1016.2,815.7858823,0.34462,0.276654,2.4025,31.992,
1365.53,1536.07,6.57184,6.92559,6.92559,0,0.299366,0.47384,0,0,1.58281,FIJFEK_manual,1365.53,862.7251534,0.47384,0.299366,1.21,22.704,
1119.8,1529.29,4.46794,6.58892,6.58892,0,0.278931,0.35818,0,0,1.28412,FIJFUA_clean,1119.8,872.0368813,0.35818,0.278931,1.21,18.92,
2246.97,5882.14,6.21673,9.26829,9.2669,0,0.839604,0.6375,0,0,0.759287,AHEQAH_clean,2246.97,2959.315779,0.6375,0.839604,1.5129,25.3872,
0,3044.76,2.92366,5.10577,4.88107,155.204,0,0,0.0808963,0.10164,1.25642,AHINIP_clean,155.204,123.5287563,0.10164,0.0808963,2.7225,21.384,
639.15,8376.27,4.74922,5.55847,5.55001,0,0.152414,0.21726,0,0,1.42546,AHIYOH_clean,639.15,448.3815751,0.21726,0.152414,3.5344,33.25988571,
0,1796.66,2.91605,4.70788,4.70235,369.973,0,0,0.119051,0.15742,1.32229,AHOBEG_clean,369.973,279.7971701,0.15742,0.119051,3.5344,28.3504,
0,587.746,3.47861,4.49939,4.49939,316.745,0,0,0.13398,0.25216,1.88207,AHOKIR_clean,316.745,168.2960783,0.25216,0.13398,3.61,26.144,
0,658.787,3.54288,4.49188,4.46943,467.591,0,0,0.17093,0.29736,1.73966,AHOKOX_clean,467.591,268.7829806,0.29736,0.17093,3.61,26.144,
0,1066.59,3.26762,4.19485,4.19316,165.468,0,0,0.0774071,0.15858,2.04865,AHUTIH_clean,165.468,80.76928709,0.15858,0.0774071,1.21,30.272,
777.748,5002.33,4.32303,5.2765,5.27104,0,0.17722,0.2423,0,0,1.36723,AJAKON_clean,777.748,568.8494255,0.2423,0.17722,2.8561,27.90528,
0,3871.63,2.40322,4.35747,4.35747,152.759,0,0,0.0751611,0.0973,1.29455,AJAMEF_clean,152.759,118.0016222,0.0973,0.0751611,3.5344,24.3648,
678.646,2195.74,4.89301,7.12611,7.12611,0,0.124702,0.2474,0,0,1.98392,AJAYIT_clean,678.646,342.0732691,0.2474,0.124702,2.78104,27.5712,
1524.06,2479.48,5.20074,5.91075,5.90935,0,0.413634,0.51936,0,0,1.2556,AJOTEY_clean,1524.06,1213.810131,0.51936,0.413634,2.6569,22.4288,
515.541,3570.04,4.85632,5.15455,5.13093,0,0.0870223,0.17026,0,0,1.95651,AJOVEB_clean,515.541,263.5003143,0.17026,0.0870223,2.8561,26.1612,
1142.45,3470.25,4.38157,6.60857,6.58169,0,0.247394,0.3783,0,0,1.52914,AJOXAA_clean,1142.45,747.1192958,0.3783,0.247394,1.2996,25.4904,
0,5238.16,2.92387,4.97833,4.97205,393.951,0,0,0.107496,0.15454,1.43764,AJUNOK_clean,393.951,274.0261818,0.15454,0.107496,2.8561,33.5296,
676.231,4648.15,3.80044,4.84557,4.84248,0,0.224385,0.25818,0,0,1.15061,AKOBAF_clean,676.231,587.7152119,0.25818,0.224385,2.8561,20.5504,
813.554,1372.78,4.38484,5.04792,5.0448,0,0.202043,0.26362,0,0,1.30477,AKUKUO_clean,813.554,623.5229197,0.26362,0.202043,3.6481,37.8944,
1269.64,12918.2,5.45466,7.1812,7.18023,1.58755,0.282934,0.3865,0,0,1.36604,ALAHUS_clean,1271.22755,930.593211,0.3865,0.282934,1.21,24.574,
2297.1,5115.55,5.98269,11.92678,11.92678,0,1.11651,0.7257,0,0,0.64997,ALAMUW_clean,2297.1,3534.163115,0.7257,1.11651,3.61,26.144,
2655.35,12786,5.8094,8.58065,8.54388,0,0.98522,0.68698,0,0,0.697286,ALANAD_clean,2655.35,3808.121775,0.68698,0.98522,2.7225,19.866,
1444.83,28646.7,14.56862,19.86541,19.86541,0,3.20058,0.87912,0,0,0.274675,ALEJAE_clean,1444.83,5260.143806,0.87912,3.20058,3.1684,30.616,
2135.72,41091.2,7.13825,18.06508,11.29555,0,1.21745,0.73142,0,0,0.600782,ALEJEI_clean,2135.72,3554.900114,0.73142,1.21745,3.61,26.144,
2128.12,41943.7,7.10984,18.20917,11.83987,0,1.23957,0.73392,0,0,0.592075,ALEJIM_clean,2128.12,3594.341933,0.73392,1.23957,2.7225,22.704,
523.612,2118.1,3.96262,5.78407,5.7827,0,0.0978418,0.18644,0,0,1.90553,ALEQIT_clean,523.612,274.7854928,0.18644,0.0978418,1.21,26.16166667,
0,13102.5,3.46699,12.98786,12.98786,855.602,0,0,0.234049,0.3352,1.43218,ALICAA_clean,855.602,597.4123364,0.3352,0.234049,3.29192,23.07392,
0,2608.85,2.79267,4.6486,4.63894,205.981,0,0,0.110145,0.14718,1.33624,ALIFUY_clean,205.981,154.1497036,0.14718,0.110145,2.8561,27.716,
457.997,3909.96,3.91412,6.17139,6.17139,0.0814643,0.145217,0.20804,0,0,1.43262,ALIXAU_clean_h,458.0784643,319.748757,0.20804,0.145217,3.61,23.104,
1802.64,3224.33,5.01976,7.8603,7.84665,0,0.523783,0.51322,0,0,0.979833,ALIXOJ_clean,1802.64,1839.742078,0.51322,0.523783,3.6481,26.2816,
1072.23,2802.92,5.75713,6.38387,6.38387,0,0.250103,0.3348,0,0,1.33865,ALIXUP_clean,1072.23,800.9785978,0.3348,0.250103,3.61,21.78666667,
445.134,1759.61,3.98746,4.73259,4.60897,0,0.124884,0.2375,0,0,1.90177,FIJYED_clean,445.134,234.0630045,0.2375,0.124884,2.5921,26.3074,
763.819,2738.29,6.47542,7.37726,7.37726,0,0.150327,0.27374,0,0,1.82096,FIJZEE_clean,763.819,419.4595159,0.27374,0.150327,2.5921,24.28953333,
0,1619.06,3.17441,4.07428,4.06036,28.9898,0,0,0.045818,0.08378,1.82854,FIKQIB_clean,28.9898,15.85406937,0.08378,0.045818,5.4289,28.426,
1198.18,6818.49,4.94176,5.64031,5.6321,21.578,0.278171,0.34856,0.00719849,0.00902,1.25304,FILYAC_clean,1219.758,973.4389964,0.35758,0.28536949,3.5344,31.55893333,
0,3524.66,3.56541,8.67616,8.61027,1227.16,0,0,0.281959,0.42338,1.50156,FIMNIA_clean,1227.16,817.2567197,0.42338,0.281959,3.7249,13.9346,
0,2235.36,3.57593,4.96245,4.95367,477.565,0,0,0.0958213,0.19618,2.04735,FIMXUW_clean,477.565,233.2600679,0.19618,0.0958213,1.21,36.476,
1623.95,14575.1,5.25908,8.65094,8.63733,0,0.423848,0.4836,0,0,1.14098,FIMYUX_clean,1623.95,1423.29401,0.4836,0.423848,3.61,25.384,
1423.47,14695.3,5.24839,8.7496,8.73677,1.40021,0.369,0.43262,0.00150118,0.00176,1.17241,FIMZAE_clean,1424.87021,1215.334405,0.43438,0.37050118,3.61,25.384,
1376.34,3525.22,4.60012,8.7337,8.08289,0,0.317639,0.4446,0,0,1.3997,FINQOK_clean,1376.34,983.3107094,0.4446,0.317639,3.7249,15.08708571,
1341.5,3482.28,4.51126,8.681,8.681,0,0.309056,0.43792,0,0,1.41696,FINQUQ_clean,1341.5,946.7451445,0.43792,0.309056,3.7249,15.08708571,
0,1233.94,3.65359,5.38201,5.35586,728.284,0,0,0.207482,0.30884,1.48851,FIPJAR_clean,728.284,489.2704785,0.30884,0.207482,2.8561,29.068,
975.032,1828.03,4.8064,6.5379,6.53406,0.348487,0.319224,0.34842,0,0,1.09146,FIPKOG01_clean,975.380487,893.6474878,0.34842,0.319224,2.8561,29.068,
719.827,1757.9,4.74684,6.35636,6.35358,62.7288,0.247532,0.25896,0.0648844,0.06788,1.04617,FIPKUM_clean,782.5558,748.0197291,0.32684,0.3124164,2.7225,17.028,
0,1417.24,3.68809,4.43579,4.4295,120.837,0,0,0.102644,0.13932,1.35731,FIPXEJ_clean,120.837,89.02682512,0.13932,0.102644,2.7225,20.724,
0,1660.95,3.65899,4.72303,4.72303,426.355,0,0,0.138562,0.2425,1.75011,FIQYOU_clean,426.355,243.6161156,0.2425,0.138562,3.3489,37.7712,
0,1598.63,3.62649,4.6258,4.60025,375.624,0,0,0.125601,0.23322,1.85684,FIQYUA_clean,375.624,202.2920661,0.23322,0.125601,3.5344,38.8032,
0,1601.24,3.68934,4.65627,4.65627,367.367,0,0,0.125068,0.2419,1.93416,FIQZAH_clean,367.367,189.9361997,0.2419,0.125068,2.7225,34.056,
0,1381.88,2.55878,3.85646,3.85646,9.21997,0,0,0,0,1.56978,FIQZEM_clean,9.21997,5.873415383,0,0,2.8561,23.2544,
2450.71,3760.43,5.90394,6.37918,6.37918,0,0.722429,0.58102,0,0,0.804259,FIRMUQ_clean,2450.71,3047.165155,0.58102,0.722429,3.6481,30.56,
2255.48,3960.29,6.10812,7.03668,7.03668,0,0.856331,0.6152,0,0,0.718413,FIRNAX01_clean,2255.48,3139.531161,0.6152,0.856331,3.6481,30.56,
2275.31,3906.49,6.02432,6.70534,6.70378,0,0.833768,0.60724,0,0,0.728308,FIRNAX_clean,2275.31,3124.104088,0.60724,0.833768,3.6481,30.56,
2471.99,3942.37,6.03585,6.62054,6.61701,0,0.846644,0.60464,0,0,0.714161,FIRNUR_clean,2471.99,3461.390359,0.60464,0.846644,3.6481,30.56,
2304.98,3956.43,6.15135,7.15818,7.14286,0,0.934564,0.62972,0,0,0.673811,FIRPAZ_clean,2304.98,3420.81088,0.62972,0.934564,3.6481,30.56,
976.212,20930,4.17287,9.86717,7.8684,0,0.252685,0.27498,0,0,1.08823,FITGEW_clean,976.212,897.0640398,0.27498,0.252685,3.6481,28.0388,
452.64,2274.14,3.84524,4.35737,4.35737,0.865585,0.165127,0.21092,0,0,1.27732,FITHIA_clean,453.505585,355.0446129,0.21092,0.165127,1.8496,23.392,
0,3288.35,3.20957,4.86338,4.86338,350.407,0,0,0.0904087,0.17566,1.94295,FITJAU_clean,350.407,180.3479245,0.17566,0.0904087,1.44,26.144,
0,3192.81,3.18217,4.80471,4.79455,329.932,0,0,0.0851631,0.17574,2.06357,FITJEY_clean,329.932,159.8840844,0.17574,0.0851631,1.5376,27.01546667,
0,2274.81,2.79423,5.48757,5.48757,620.993,0,0,0.172507,0.30106,1.74521,FIVQIL_clean,620.993,355.8270924,0.30106,0.172507,1.8496,24.1264,
851.852,648.587,4.0753,4.63823,4.63823,0,0.152869,0.33444,0,0,2.18775,FIVQOR_clean,851.852,389.3735573,0.33444,0.152869,3.2761,30.66864,
1000.72,1911.63,4.73568,5.69673,5.69673,0,0.161944,0.32928,0,0,2.0333,FIVYEP01_clean,1000.72,492.1654453,0.32928,0.161944,1.2884,29.3776,
1008.97,1911.63,4.7333,5.69894,5.69894,0,0.161963,0.32932,0,0,2.0333,FIVYEP_clean,1008.97,496.2228889,0.32932,0.161963,1.2884,29.3776,
1605.47,35123.2,6.73703,10.80219,10.80219,0,0.283334,0.45486,0,0,1.60539,FIXVUE_clean,1605.47,1000.049832,0.45486,0.283334,4.471128571,15.4838,
338.634,1919.28,3.85906,4.62011,4.62011,0,0.0863161,0.13714,0,0,1.58881,FIYDOH_clean,338.634,213.136876,0.13714,0.0863161,2.9494,21.24106667,
2202.1,4204.1,5.40684,6.69877,6.69877,0,0.691412,0.60748,0,0,0.878608,FIZPOV_clean,2202.1,2506.350955,0.60748,0.691412,2.7225,19.866,
0,3017.46,3.54469,5.2298,5.08072,534.908,0,0,0.216722,0.23666,1.092,FOBCEG_clean,534.908,489.8424908,0.23666,0.216722,3.61,23.104,
1833.6,11365.1,6.58612,8.70901,8.70709,0,0.634743,0.55054,0,0,0.867344,FOBNAN_clean,1833.6,2114.040104,0.55054,0.634743,1.4884,28.2918,
0,1715.02,3.02955,4.67486,4.51939,371.096,0,0,0.141986,0.1924,1.35506,FOCREW_clean,371.096,273.8594601,0.1924,0.141986,1.2996,23.5296,
518.316,1663.42,4.4492,4.86095,4.8459,0,0.161808,0.22606,0,0,1.39709,FOCZAA_clean,518.316,370.9968578,0.22606,0.161808,1.2996,31.3728,
1881.4,2658.98,5.30698,6.80384,6.80384,0,0.712323,0.5719,0,0,0.802866,FODBOR_clean,1881.4,2343.354931,0.5719,0.712323,2.8561,23.2544,
0,2379.37,2.57487,4.06765,4.06765,20.8125,0,0,0.0222502,0.03244,1.45796,FODCEI_clean,20.8125,14.27508299,0.03244,0.0222502,2.8561,28.75253333,
524.805,1673.27,4.4269,4.8597,4.8597,0,0.164817,0.22756,0,0,1.38069,FOFCOU_clean,524.805,380.1034265,0.22756,0.164817,1.2544,30.8224,
0,647.064,3.58203,4.16875,4.16875,364.841,0,0,0.125766,0.27102,2.15496,FOFHAK_clean,364.841,169.3029105,0.27102,0.125766,3.10138,29.89696,
820.36,2697.86,5.52308,6.41067,6.41067,0,0.120685,0.26852,0,0,2.22496,FOFHEO_clean,820.36,368.707752,0.26852,0.120685,3.10138,34.16256,
0,1002.27,2.57347,3.94915,3.89578,29.7935,0,0,0.0134977,0.0294,2.17815,FOFHUE_clean,29.7935,13.67835089,0.0294,0.0134977,2.9849,36.7011,
0,5507.3,3.05558,4.64077,4.2956,129.814,0,0,0.0388889,0.0579,1.48886,FOFMOE_clean,129.814,87.19019921,0.0579,0.0388889,1.44,29.127,
1270.48,4362.86,4.51348,6.77119,6.77119,0,0.368987,0.3905,0,0,1.0583,FOFTUR_clean,1270.48,1200.491354,0.3905,0.368987,2.8561,30.5552,
870.104,1930.9,4.14038,4.96285,4.9303,0,0.198143,0.3717,0,0,1.87592,FOHCIP_clean,870.104,463.8278818,0.3717,0.198143,3.42805,20.5952,
0,1477.43,3.30187,4.19352,4.19352,119.381,0,0,0.0828948,0.1373,1.65632,FOHSAW01_clean,119.381,72.07604811,0.1373,0.0828948,2.2753,26.6688,
1308.97,2258.84,4.13029,5.71454,5.1319,0,0.47222,0.4507,0,0,0.954428,FOJBIR_clean,1308.97,1371.470661,0.4507,0.47222,2.8561,13.70026667,
1061.83,1590.84,4.1527,5.14315,5.13081,0,0.320916,0.34368,0,0,1.07093,FOJKIA_clean,1061.83,991.5027126,0.34368,0.320916,1.7161,27.0384,
1469.02,10242.4,6.67302,7.23927,7.23927,0,0.548082,0.45066,0,0,0.822249,FOJLOH_clean,1469.02,1786.587761,0.45066,0.548082,2.7225,17.028,
0,17706.3,3.28015,5.80387,5.80387,565.103,0,0,0.127564,0.18136,1.42172,FOJPEB_clean,565.103,397.4784064,0.18136,0.127564,2.8561,34.2056,
0,1062.98,2.68796,3.90292,3.90292,9.90508,0,0,0.0183759,0.02536,1.38007,FOJVUX_clean,9.90508,7.177230141,0.02536,0.0183759,2.7225,21.384,
0,1970.96,2.77875,4.20139,4.20113,110.171,0,0,0.0764848,0.14276,1.86651,FOKGET_clean,110.171,59.02513247,0.14276,0.0764848,4.2128,33.69493333,
113.466,3522.17,3.73304,4.14623,4.14504,0,0.0768217,0.10582,0,0,1.37748,FOKWIN_clean,113.466,82.37215785,0.10582,0.0768217,3.5344,34.2912,
890.023,3867.1,8.56107,8.8968,8.8968,257.402,0.263667,0.31396,0.0815287,0.09708,1.19075,FOKYEL_clean,1147.425,963.6153685,0.41104,0.3451957,1.2769,25.57943333,
1285.36,4625.58,3.84056,5.79638,5.66635,0,0.359916,0.44184,0,0,1.22762,FOKYIP_clean,1285.36,1047.034098,0.44184,0.359916,1.2996,30.3582,
0,913.269,2.81148,4.91993,4.91989,296.082,0,0,0.0907351,0.17092,1.88372,FOKZIQ_clean,296.082,157.179411,0.17092,0.0907351,2.8561,20.0096,
276.401,1733.25,3.75301,4.11323,4.10779,0,0.131268,0.22026,0,0,1.67795,FOLLEZ_clean,276.401,164.725409,0.22026,0.131268,2.2861,25.8,
434.163,3547.42,3.93383,4.68396,4.68242,0,0.0981555,0.16608,0,0,1.69201,FONKEA_clean,434.163,256.5960012,0.16608,0.0981555,2.8561,27.13013333,
764.705,3711.81,5.082,5.63348,5.6238,0,0.156937,0.24208,0,0,1.54253,FONPUV_clean,764.705,495.7472464,0.24208,0.156937,2.7225,22.704,
0,2232.75,3.66843,4.70842,4.69527,400.445,0,0,0.242882,0.25594,1.05376,FONQIJ_clean,400.445,380.0153735,0.25594,0.242882,1.6337,14.8428,
2107.98,103856,0,0,0,0,1.22558,0.71458,0,0,0.583055,FOPFAS_clean,2107.98,3615.405065,0.71458,1.22558,3.61,26.144,
735.194,5168.52,4.28764,5.46061,5.45105,14.8596,0.182637,0.25468,0.0106421,0.01484,1.39446,FOQNIK_clean,750.0536,537.8810436,0.26952,0.1932791,3.61,28.32266667,
873.056,4777.01,4.59611,5.74039,5.66519,104.949,0.18369,0.2424,0.0513027,0.0677,1.31962,FOQNOQ_clean,978.005,741.1262333,0.3101,0.2349927,3.61,28.32266667,
934.668,4821.69,4.86283,6.26085,6.24492,98.8064,0.197637,0.2671,0.0462016,0.06244,1.35147,FOQNUW02_clean,1033.4744,764.703915,0.32954,0.2438386,3.61,28.32266667,
933.925,4789.42,4.91804,6.24181,6.10517,94.9423,0.196976,0.268,0.0437168,0.05948,1.36057,FOQNUW_clean,1028.8673,756.2031355,0.32748,0.2406928,3.61,28.32266667,
1126.35,4887.21,5.29972,6.29792,6.23782,0,0.288067,0.35904,0,0,1.24637,FOQPAE_clean,1126.35,903.7043575,0.35904,0.288067,3.61,28.32266667,
0,1964.63,2.70699,4.13249,4.13249,129.502,0,0,0.116755,0.15542,1.33116,FOQTAH_clean,129.502,97.28507467,0.15542,0.116755,2.7225,30.096,
0,2090.78,2.78003,4.19018,4.19018,188.233,0,0,0.142477,0.1995,1.40023,FOQTEL_clean,188.233,134.4300579,0.1995,0.142477,2.8561,30.8256,
2216.67,2913.17,11.33443,13.26482,13.26482,0,1.15886,0.69242,0,0,0.597503,FORKUU_clean,2216.67,3709.889323,0.69242,1.15886,2.7225,33.198,
1825.93,7863.38,4.26108,9.59156,9.59156,0,0.565294,0.58066,0,0,1.02718,FORPIM_clean,1825.93,1777.61444,0.58066,0.565294,1.21,18.48,
0,7692.05,3.59342,9.42246,9.42125,1572.26,0,0,0.45911,0.51912,1.13071,FORPUY_clean,1572.26,1390.50685,0.51912,0.45911,1.2996,23.0736,
1780.98,7878.24,4.33657,9.35233,9.34695,0,0.542158,0.56408,0,0,1.04043,FORQAF_clean,1780.98,1711.773017,0.56408,0.542158,1.21,19.426,
1832.12,7824.82,4.26523,9.63063,9.62953,0,0.559269,0.5796,0,0,1.03635,FORQEJ_clean,1832.12,1767.858349,0.5796,0.559269,1.2544,18.816,
1811.76,7748.25,4.20865,9.58088,9.58088,0,0.550524,0.58396,0,0,1.06074,FORQIN_clean,1811.76,1708.015159,0.58396,0.550524,1.2996,19.152,
1662.17,11009.1,6.87207,7.46367,7.46367,0,0.494199,0.45548,0,0,0.921652,FORTIR_clean,1662.17,1803.46812,0.45548,0.494199,2.752188889,25.93102222,
1348.4,34210.6,10.38181,17.46562,17.46523,89.2668,0.633173,0.4977,0.0326192,0.02564,0.786041,FORTUD_clean,1437.6668,1828.997215,0.52334,0.6657922,2.7225,23.46868966,
0,3797.8,3.45398,6.09772,5.95542,726.274,0,0,0.261189,0.29798,1.14086,FORWAL_clean,726.274,636.6022124,0.29798,0.261189,2.1069,28.4832,
2047.58,71318.8,0,0,0,0,1.12995,0.6586,0,0,0.582855,FOSTUE_clean,2047.58,3513.017817,0.6586,1.12995,3.1684,48.9856,
0,15818.6,3.45436,6.90856,6.69822,897.191,0,0,0.234462,0.26952,1.14952,FOVPEN_clean,897.191,780.4918575,0.26952,0.234462,3.7249,11.7344,
0,4791.9,3.51663,5.86564,5.02799,467.541,0,0,0.143754,0.19078,1.32713,FOVPOX_clean,467.541,352.2948016,0.19078,0.143754,2.8561,28.392,
0,5387.5,3.61946,5.29743,5.29013,776.203,0,0,0.239102,0.27842,1.16444,FOWTOC_clean,776.203,666.58909,0.27842,0.239102,1.2996,34.9752,
0,5426.03,3.59083,5.2601,5.25053,789.672,0,0,0.241328,0.27744,1.14964,FOXHUX_clean,789.672,686.8863296,0.27744,0.241328,1.21,33.748,
406.819,3134.54,4.34787,5.68172,5.68172,8.85579,0.0703914,0.136,0,0,1.93205,FOXNIQ_clean,415.67479,215.1470148,0.136,0.0703914,2.138133333,32.61973333,
0,2031.57,2.70907,4.12175,4.10052,75.9417,0,0,0.0633707,0.07584,1.19677,FOXPUE_clean,75.9417,63.45555119,0.07584,0.0633707,3.61,23.104,
1582.52,17092.2,7.41793,8.13737,8.13713,0,0.379504,0.4667,0,0,1.22976,FUBDAI_clean,1582.52,1286.852719,0.4667,0.379504,2.7225,18.81,
1643.81,17644.1,7.9025,8.59245,8.57984,0.0180526,0.410042,0.48848,0,0,1.19129,FUBDEM_clean,1643.828053,1379.872283,0.48848,0.410042,2.7225,18.81,
1553.26,16857.1,7.23133,8.11684,8.11684,0,0.373083,0.4652,0,0,1.24691,FUBDIQ_clean,1553.26,1245.687339,0.4652,0.373083,2.7225,18.81,
0,1916.84,3.53828,4.81179,4.81179,396.312,0,0,0.160216,0.21246,1.32608,FUBNOH_clean,396.312,298.8597973,0.21246,0.160216,2.7225,16.368,
2301.2,3802.3,6.51816,7.29309,7.28407,0,0.819603,0.65872,0,0,0.803706,FUDHAP_clean,2301.2,2863.236059,0.65872,0.819603,3.5344,29.1024,
2051.3,6747.9,4.74765,7.05179,7.05179,0,0.62669,0.56762,0,0,0.905742,FUDHET_clean,2051.3,2264.772971,0.56762,0.62669,3.5344,29.1024,
0,2725.81,2.94795,4.65517,4.65517,418.381,0,0,0.208367,0.22858,1.09701,FUFQUT_clean,418.381,381.3830321,0.22858,0.208367,3.61,23.104,
0,7179.77,2.47395,4.85449,4.78049,89.1532,0,0,0.0360081,0.04914,1.36469,FUFTUX_clean,89.1532,65.32853615,0.04914,0.0360081,2.644566667,31.26453333,
1009.7,2487.17,4.01054,5.53443,5.50524,0,0.320751,0.38348,0,0,1.19557,FUHMOM_clean,1009.7,844.5344062,0.38348,0.320751,1.86125,18.232,
1194.84,2658.09,4.12202,6.48528,6.41549,0,0.312506,0.42554,0,0,1.3617,FUHNED_clean,1194.84,877.461996,0.42554,0.312506,1.7573,20.5368,
0,4915.89,3.42388,5.52821,5.52134,631.425,0,0,0.241421,0.28092,1.16361,FUHNIH_clean,631.425,542.6431536,0.28092,0.241421,1.7937,17.7504,
0,3247.9,3.50634,5.67142,5.66877,812.769,0,0,0.178602,0.30752,1.72182,FULQOT_clean,812.769,472.0406314,0.30752,0.178602,1.44,28.896,
1105.49,3519.25,5.25314,5.87633,5.79727,0,0.237714,0.36128,0,0,1.51981,FULQUZ_clean,1105.49,727.386976,0.36128,0.237714,1.21,26.488,
0,1512.61,2.89967,4.19047,4.19047,74.7921,0,0,0.0711058,0.09078,1.27669,FUMHEC_clean,74.7921,58.58281964,0.09078,0.0711058,3.5344,35.7952,
988.664,2516.73,4.59254,6.30412,6.30412,0,0.281588,0.31268,0,0,1.11042,FUNBAS_clean,988.664,890.3513986,0.31268,0.281588,2.7225,27.72,
1314.69,3290.12,8.77545,9.48773,9.48773,0,0.491745,0.45742,0,0,0.930198,FUNCAT_clean,1314.69,1413.344256,0.45742,0.491745,2.7225,27.72,
1464.14,2851.57,7.20173,9.5586,9.50846,0,0.573156,0.4953,0,0,0.864162,FUNFOL_clean,1464.14,1694.288802,0.4953,0.573156,3.5344,32.98773333,
0,7557.21,3.40645,5.61963,5.61963,547.284,0,0,0.179145,0.19698,1.09956,FUNGAY_clean,547.284,497.7300011,0.19698,0.179145,3.5344,30.08,
0,9399.63,2.71979,4.27929,4.27929,129.947,0,0,0.0356213,0.05314,1.4918,FUNQEM_clean,129.947,87.10752112,0.05314,0.0356213,1.44,35.776,
1942.49,11929.7,8.47633,12.69722,12.6946,0,0.931422,0.66902,0,0,0.718278,FUQJUX_clean,1942.49,2704.370731,0.66902,0.931422,3.61,23.864,
